OBJECTID,HUC_8,HUC_12,HU_8_NAME,HU_10_NAME,HU_12_NAME,county_10,countylsad,city_10,citylsda,,blank
58036,,070802040306,,Hartgrave Creek,Hartgrave Creek,,,Oakland,Oakland city,,
58038,,071000060101,,Drainage Ditch 67,Drainage Ditch 67,,,Neola,Neola city,,
58039,,070801010403,,Spencer Creek,Spencer Creek,,,Minden,Minden city,,
58043,,070600040203,,Middle Little Turkey River,Middle Little Turkey River,,,Macedonia,Macedonia city,,
58044,,070600010904,,Hickory Creek,Hickory Creek,,,McClelland,McClelland city,,
58045,,070600060302,,Beers Creek,Beers Creek,,,Hancock,Hancock city,,
58046,,070802051202,,Wildcat Creek,Wildcat Creek,,,Crescent,Crescent city,,
58047,,070802080302,,Deer Creek,Deer Creek,,,Council Bluffs,Council Bluffs city,,
58048,,070600060202,,South Fork Maquoketa River,South Fork Maquoketa River,,,Carter Lake,Carter Lake city,,
58049,,071000060103,,Little Cedar Creek,Little Cedar Creek,,,Carson,Carson city,,
58050,,071000050603,,Drainage Ditch 3,Drainage Ditch 3,,,Whiting,Whiting city,,
58051,,070802070304,,Wheeler Creek,Wheeler Creek,,,Ute,Ute city,,
58052,,071000060204,,Drainage Ditch 74-Cedar Creek,Drainage Ditch 74-Cedar Creek,,,Turin,Turin city,,
58053,,070801070801,,Sugar Creek,Sugar Creek,,,Soldier,Soldier city,,
58054,,070802050802,,Little Wolf Creek,Little Wolf Creek,,,Rodney,Rodney city,,
58055,,071000061403,,Short Creek,Short Creek,,,Prescott,Prescott city,,
58056,,071000061404,,McMahon State Wildlife Management Area-North Raccoon River,McMahon State Wildlife Management Area-North Raccoon River,,,Nodaway,Nodaway city,,
58060,,071000060206,,Drainage Ditch 37-Cedar Creek,Drainage Ditch 37-Cedar Creek,,,Corning,Corning city,,
58068,,070600030706,,Plum Creek-Mississippi River,Plum Creek-Mississippi River,,,Carbon,Carbon city,,
58069,,070600030704,,Lock and Dam No 10-Mississippi River,Lock and Dam No 10-Mississippi River,,,Avoca,Avoca city,,
58073,,070801010302,,Lower Duck Creek,Lower Duck Creek,,,West Branch,West Branch city,,
58074,,070801010602,,Pine Creek,Pine Creek,,,Tipton,Tipton city,,
58075,,070801010702,,Lower Muscatine Slough,Lower Muscatine Slough,,,Stanwood,Stanwood city,,
58076,,070801040602,,Dolbee-Hawkeye Channel,Dolbee-Hawkeye Channel,,,Mechanicsville,Mechanicsville city,,
58079,,070802050304,,Hammers Creek-Beaver Creek,Hammers Creek-Beaver Creek,,,Lowden,Lowden city,,
58080,,070802081003,,Mill Race-Iowa River,Mill Race-Iowa River,,,Clarence,Clarence city,,
58081,,070802080602,,Headwaters Walnut Creek,Headwaters Walnut Creek,,,Bennett,Bennett city,,
58082,,070801070902,,Brandywine Creek,Brandywine Creek,,,Wilton,Wilton city,,
58083,,070801070702,,Church Creek-Cedar Creek,Church Creek-Cedar Creek,,,Durant,Durant city,,
58084,,070801070205,,Williams Creek,Williams Creek,,,Whitten,Whitten city,,
58085,,070801050303,,Montgomery Creek,Montgomery Creek,,,Union,Union city,,
58086,,070802040503,,Drainage Ditch 35-Maynes Creek,Drainage Ditch 35-Maynes Creek,,,Steamboat Rock,Steamboat Rock city,,
58087,,070801020703,,Hunter Creek,Hunter Creek,,,Radcliffe,Radcliffe city,,
58088,,071000060307,,Outlet Creek,Outlet Creek,,,Owasa,Owasa city,,
58089,,070801020403,,Lower Crane Creek,Lower Crane Creek,,,New Providence,New Providence city,,
58091,,070802080603,,Walnut Creek,Walnut Creek,,,Williamson,Williamson city,,
58092,,070802080801,,Headwaters Big Bear Creek,Headwaters Big Bear Creek,,,Russell,Russell city,,
58093,,070802080407,,Bennett Creek-Iowa River,Bennett Creek-Iowa River,,,Lucas,Lucas city,,
58094,,071000061503,,Frog Creek-North Raccoon River,Frog Creek-North Raccoon River,,,Derby,Derby city,,
58095,,070802080903,,Village of Belle Plaine-Iowa River,Village of Belle Plaine-Iowa River,,,Chariton,Chariton city,,
58096,,070802011002,,Drainage Ditch 3,Drainage Ditch 3,,,Onawa,Onawa city,,
58097,,070802070201,,Drainage Ditch No 81,Drainage Ditch No 81,,,Moorhead,Moorhead city,,
58098,,070600040105,,Dry Run-Crane Creek,Dry Run-Crane Creek,,,Mapleton,Mapleton city,,
58099,,071000030901,,Bloody Run,Bloody Run,,,Castana,Castana city,,
58105,,071000060309,,Buck Run,Buck Run,,,Blencoe,Blencoe city,,
58108,,071000020903,,Drainage Ditch 35-Des Moines River,Drainage Ditch 35-Des Moines River,,,Thayer,Thayer city,,
58110,,070801050603,,Dye Creek,Dye Creek,,,Lorimor,Lorimor city,,
58111,,070802080503,,Toogood Cemetery-Stein Creek,Toogood Cemetery-Stein Creek,,,Cromwell,Cromwell city,,
58112,,070600060303,,Rat Run-Bear Creek,Rat Run-Bear Creek,,,Creston,Creston city,,
58113,,070801060203,,Sugar Creek,Sugar Creek,,,Arispe,Arispe city,,
58114,,070802080803,,Stoney Creek-Big Bear Creek,Stoney Creek-Big Bear Creek,,,Afton,Afton city,,
58115,,070600040902,,Carlan Creek-Turkey River,Carlan Creek-Turkey River,,,Shannon City,Shannon City city,,
58116,,071000020902,,Indian Creek,Indian Creek,,,Seymour,Seymour city,,
58117,,071000060302,,Lateral 4,Lateral 4,,,Promise City,Promise City city,,
58122,,070600060203,,Fenchel Creek-Maquoketa River,Fenchel Creek-Maquoketa River,,,Millerton,Millerton city,,
58123,,070600040801,,Headwaters Elk Creek,Headwaters Elk Creek,,,Lineville,Lineville city,,
58124,,071000050605,,Drainage Ditch 46-Boone River,Drainage Ditch 46-Boone River,,,Humeston,Humeston city,,
58125,,070802050301,,Johnson Creek,Johnson Creek,,,Corydon,Corydon city,,
58126,,070802050202,,North Beaver Creek,North Beaver Creek,,,Clio,Clio city,,
58127,,070801050803,,Peoria Cemetery-Indian Creek,Peoria Cemetery-Indian Creek,,,Allerton,Allerton city,,
58128,,070801050406,,City of Ames-South Skunk River,City of Ames-South Skunk River,,,Iowa Falls,Iowa Falls city,,
58130,,070802080202,,Brush Creek,Brush Creek,,,Hubbard,Hubbard city,,
58131,,070802080505,,East Branch Salt Creek,East Branch Salt Creek,,,Eldora,Eldora city,,
58132,,071000060202,,Headwaters Cedar Creek,Headwaters Cedar Creek,,,Buckeye,Buckeye city,,
58133,,070802050504,,Minnehaha Creek-Black Hawk Creek,Minnehaha Creek-Black Hawk Creek,,,Alden,Alden city,,
58136,,070600060801,,Cline Branch-North Fork Maquoketa River,Cline Branch-North Fork Maquoketa River,,,Ackley,Ackley city,,
58137,,070802051302,,East Otter Creek-Otter Creek,East Otter Creek-Otter Creek,,,Westside,Westside city,,
58138,,070600050405,,Pleasant Creek,Pleasant Creek,,,Vail,Vail city,,
58139,,070802050805,,Coon Creek,Coon Creek,,,Schleswig,Schleswig city,,
58140,,070801070306,,Walnut Creek,Walnut Creek,,,Ricketts,Ricketts city,,
58141,,070801050602,,Drainage Ditch 81-East Indian Creek,Drainage Ditch 81-East Indian Creek,,,Manilla,Manilla city,,
58144,,070600060301,,Little Bear Creek-Bear Creek,Little Bear Creek-Bear Creek,,,Kiron,Kiron city,,
58146,,070802011201,,Dry Run,Dry Run,,,Zearing,Zearing city,,
58147,,070802040201,,West Branch Beaverdam Creek,West Branch Beaverdam Creek,,,Story City,Story City city,,
58148,,070801010401,,Rock Creek,Rock Creek,,,Slater,Slater city,,
58150,,070801051203,,Spring Creek-South Skunk River,Spring Creek-South Skunk River,,,Roland,Roland city,,
58151,,070801070102,,Middle West Fork Crooked Creek,Middle West Fork Crooked Creek,,,Nevada,Nevada city,,
58152,,070802080102,,Linn Creek,Linn Creek,,,Maxwell,Maxwell city,,
58153,,070600040504,,Coulee Creek-Volga River,Coulee Creek-Volga River,,,McCallsburg,McCallsburg city,,
58155,,071000050302,,Headwaters Otter Creek,Headwaters Otter Creek,,,Kelley,Kelley city,,
58156,,070600040502,,Headwaters Volga River,Headwaters Volga River,,,Orient,Orient city,,
58157,,070802070502,,Beaver Creek,Beaver Creek,,,Greenfield,Greenfield city,,
58158,,071000050705,,Prairie Creek-Boone River,Prairie Creek-Boone River,,,Fontanelle,Fontanelle city,,
58159,,071000050702,,Brewers Creek,Brewers Creek,,,Bridgewater,Bridgewater city,,
58161,,070801010705,,Boston Bay-Mississippi River,Boston Bay-Mississippi River,,,Stuart,Stuart city,,
58162,,070801050908,,Sugar Creek-South Skunk River,Sugar Creek-South Skunk River,,,Casey,Casey city,,
58163,,070801020502,,Stoe Creek-Little Wapsipinicon River,Stoe Creek-Little Wapsipinicon River,,,Adair,Adair city,,
58165,,071000060801,,Drainage Ditch 73-North Raccoon River,Drainage Ditch 73-North Raccoon River,,,West Burlington,West Burlington city,,
58166,,070801060502,,Rock Creek-Cedar Creek,Rock Creek-Cedar Creek,,,Middletown,Middletown city,,
58167,,070801010701,,Upper Muscatine Slough,Upper Muscatine Slough,,,Mediapolis,Mediapolis city,,
58169,,071000061406,,Squirrel Hollow County Park-North Raccoon River,Squirrel Hollow County Park-North Raccoon River,,,Danville,Danville city,,
58170,,070802080901,,Buckeye Creek,Buckeye Creek,,,Burlington,Burlington city,,
58171,,070802080406,,Raven Creek,Raven Creek,,,Woodbine,Woodbine city,,
58173,,071000090203,,Carruthers Creek,Carruthers Creek,,,Pisgah,Pisgah city,,
58179,,070802050901,,Elk Run,Elk Run,,,Persia,Persia city,,
58181,,070801070402,,North Walnut Creek,North Walnut Creek,,,Mondamin,Mondamin city,,
58182,,070801070203,,Village of Winfield East Fork Crooked Creek,Village of Winfield East Fork Crooked Creek,,,Modale,Modale city,,
58183,,070801070604,,Wolf Creek-Cedar Creek,Wolf Creek-Cedar Creek,,,Missouri Valley,Missouri Valley city,,
58193,,070600040602,,Mink Creek,Mink Creek,,,Silver City,Silver City city,,
58194,,070802040302,,Headwaters Otter Creek,Headwaters Otter Creek,,,Pacific Junction,Pacific Junction city,,
58195,,071000060504,,Headwaters Camp Creek,Headwaters Camp Creek,,,Malvern,Malvern city,,
58196,,071000050701,,Lyons Creek,Lyons Creek,,,Henderson,Henderson city,,
58198,,070802080405,,Davisons Creek-Iowa River,Davisons Creek-Iowa River,,,Hastings,Hastings city,,
58199,,070802080205,,North Timber Creek,North Timber Creek,,,Glenwood,Glenwood city,,
58200,,070802051404,,Weasel Creek-Prairie Creek,Weasel Creek-Prairie Creek,,,Emerson,Emerson city,,
58203,,071000090305,,Whippoorwill Creek,Whippoorwill Creek,,,Tabor,Tabor city,,
58204,,070600050404,,Spruce Creek-Mississippi River,Spruce Creek-Mississippi River,,,Dow City,Dow City city,,
58206,,070802080802,,Village of Brooklyn-Little Bear Creek,Village of Brooklyn-Little Bear Creek,,,Denison,Denison city,,
58207,,070801060602,,Bridge Creek,Bridge Creek,,,Deloit,Deloit city,,
58208,,070802040605,,Big Marsh State Wildlife Area-West Fork Cedar River,Big Marsh State Wildlife Area-West Fork Cedar River,,,Charter Oak,Charter Oak city,,
58210,,071000090706,,Bear Creek School-Bear Creek,Bear Creek School-Bear Creek,,,Buck Grove,Buck Grove city,,
58212,,070600040501,,North Branch Volga River,North Branch Volga River,,,Aspinwall,Aspinwall city,,
58215,,070801070602,,Spring Creek-Cedar Creek,Spring Creek-Cedar Creek,,,Arion,Arion city,,
58218,,071000090204,,North Cedar Creek,North Cedar Creek,,,Huxley,Huxley city,,
58219,,071000090605,,Middle Soap Creek,Middle Soap Creek,,,Gilbert,Gilbert city,,
58220,,070801051106,,Van Zante Creek-South Skunk River,Van Zante Creek-South Skunk River,,,Colo,Colo city,,
58224,,070802020702,,Beaver Creek,Beaver Creek,,,Collins,Collins city,,
58225,,071000060501,,Drainage Ditch 1,Drainage Ditch 1,,,Cambridge,Cambridge city,,
58227,,070801050601,,Headwaters East Indian Creek,Headwaters East Indian Creek,,,Ames,Ames city,,
58235,,070801070704,,Big Branch-Cedar Creek,Big Branch-Cedar Creek,,,Magnolia,Magnolia city,,
58236,,070801070709,,Wolf Creek,Wolf Creek,,,Logan,Logan city,,
58238,,070801041201,,Cedar Fork Creek,Cedar Fork Creek,,,Little Sioux,Little Sioux city,,
58239,,070801070903,,North Branch Big Creek-Big Creek,North Branch Big Creek-Big Creek,,,Dunlap,Dunlap city,,
58241,,071000090901,,Upper Chequest Creek,Upper Chequest Creek,,,Wallingford,Wallingford city,,
58242,,071000090704,,Brown Creek-Des Moines River,Brown Creek-Des Moines River,,,Ringsted,Ringsted city,,
58244,,071000090501,,Price Creek-Des Moines River,Price Creek-Des Moines River,,,Gruver,Gruver city,,
58245,,071000090903,,Middle Chequest Creek,Middle Chequest Creek,,,North Washington,North Washington city,,
58246,,071000090604,,Brush Creek,Brush Creek,,,New Hampton,New Hampton city,,
58247,,071000061601,,Little Walnut Creek-Walnut Creek,Little Walnut Creek-Walnut Creek,,,Lawler,Lawler city,,
58248,,071000061505,,Hickory Creek-North Raccoon River,Hickory Creek-North Raccoon River,,,Ionia,Ionia city,,
58250,,071000091201,,Stump Creek,Stump Creek,,,Fredericksburg,Fredericksburg city,,
58251,,071000090603,,Bear Creek-Soap Creek,Bear Creek-Soap Creek,,,Bassett,Bassett city,,
58254,,071000091202,,Holcomb Creek-Des Moines River,Holcomb Creek-Des Moines River,,,Alta Vista,Alta Vista city,,
58255,,071000090708,,Village Creek,Village Creek,,,Sioux Center,Sioux Center city,,
58257,,070801060201,,Slater Creek,Slater Creek,,,Rock Valley,Rock Valley city,,
58258,,070801060102,,Headwaters North Skunk River,Headwaters North Skunk River,,,Orange City,Orange City city,,
58259,,070600061002,,Elwood Creek,Elwood Creek,,,Maurice,Maurice city,,
58260,,070802051506,,Morgan Creek,Morgan Creek,,,Matlock,Matlock city,,
58261,,071000090710,,Chippewa Creek-Des Moines River,Chippewa Creek-Des Moines River,,,Estherville,Estherville city,,
58266,,071000090709,,Kettle Creek-Des Moines River,Kettle Creek-Des Moines River,,,Dolliver,Dolliver city,,
58267,,071000090502,,Coal Creek-Des Moines River,Coal Creek-Des Moines River,,,Armstrong,Armstrong city,,
58268,,071000090101,,Headwaters English Creek,Headwaters English Creek,,,Windsor Heights,Windsor Heights city,,
58271,,071000090401,,Headwaters Muchakinock Creek,Headwaters Muchakinock Creek,,,Urbandale,Urbandale city,,
58272,,070801070401,,South Walnut Creek,South Walnut Creek,,,Runnells,Runnells city,,
58274,,070802050807,,Twelvemile Creek,Twelvemile Creek,,,Polk City,Polk City city,,
58275,,071000060402,,Drainage Ditch 57,Drainage Ditch 57,,,Pleasant Hill,Pleasant Hill city,,
58276,,070802050503,,Mosquito Creek,Mosquito Creek,,,Ireton,Ireton city,,
58277,,071000061101,,Headwaters East Buttrick Creek,Headwaters East Buttrick Creek,,,Hull,Hull city,,
58278,,070802081009,,Coralville Lake-Iowa River,Coralville Lake-Iowa River,,,Hospers,Hospers city,,
58279,,070801070901,,Headwaters Big Creek,Headwaters Big Creek,,,Hawarden,Hawarden city,,
58280,,070802080601,,North Walnut Creek,North Walnut Creek,,,Granville,Granville city,,
58281,,070801060103,,Alloway Creek-North Skunk River,Alloway Creek-North Skunk River,,,Chatsworth,Chatsworth city,,
58282,,070802081006,,Hawkeye State Wildlife Area Coralville Lake-Iowa River,Hawkeye State Wildlife Area Coralville Lake-Iowa River,,,Boyden,Boyden city,,
58283,,070802081002,,Price Creek,Price Creek,,,Alton,Alton city,,
58284,,070801060104,,Rock Creek-North Skunk River,Rock Creek-North Skunk River,,,Sheldon,Sheldon city,,
58286,,070801010204,,Cattail Slough-Mississippi River,Cattail Slough-Mississippi River,,,Johnston,Johnston city,,
58287,,070802080904,,Coon Creek-Iowa River,Coon Creek-Iowa River,,,Grimes,Grimes city,,
58288,,070802081005,,Matson Pond-Iowa River,Matson Pond-Iowa River,,,Granger,Granger city,,
58289,,071000090505,,St Joseph Creek-Des Moines River,St Joseph Creek-Des Moines River,,,Elkhart,Elkhart city,,
58290,,071000090504,,Grays Creek,Grays Creek,,,Clive,Clive city,,
58291,,071000090310,,Cedar Creek,Cedar Creek,,,Bondurant,Bondurant city,,
58292,,070802070803,,Middle Minerva Creek,Middle Minerva Creek,,,Ankeny,Ankeny city,,
58293,,070801021003,,Crows Creek-Wapsipinicon River,Crows Creek-Wapsipinicon River,,,Altoona,Altoona city,,
58294,,070600060803,,Buck Creek-North Fork Maquoketa River,Buck Creek-North Fork Maquoketa River,,,Alleman,Alleman city,,
58298,,070802070604,,Lower South Fork Iowa River,Lower South Fork Iowa River,,,Winthrop,Winthrop city,,
58300,,070802051002,,Spring Creek,Spring Creek,,,Rowley,Rowley city,,
58302,,070802050401,,South Fork Black Hawk Creek,South Fork Black Hawk Creek,,,Quasqueton,Quasqueton city,,
58303,,070600060604,,Durion Creek-North Fork Maquoketa River,Durion Creek-North Fork Maquoketa River,,,Lamont,Lamont city,,
58304,,070802050403,,North Fork Black Hawk Creek,North Fork Black Hawk Creek,,,Jesup,Jesup city,,
58305,,070802070401,,Headwaters Tipton Creek,Headwaters Tipton Creek,,,Independence,Independence city,,
58306,,071000050704,,Drainage Ditch 32-Boone River,Drainage Ditch 32-Boone River,,,Hazleton,Hazleton city,,
58307,,070600060409,,Mineral Creek,Mineral Creek,,,Brandon,Brandon city,,
58308,,070802080402,,Burnett Creek,Burnett Creek,,,Aurora,Aurora city,,
58309,,070802080301,,Headwaters Deer Creek,Headwaters Deer Creek,,,Wiota,Wiota city,,
58310,,070802080403,,Dry Branch-Iowa River,Dry Branch-Iowa River,,,Massena,Massena city,,
58312,,070802011204,,Cedar Bend County Park-Cedar River,Cedar Bend County Park-Cedar River,,,Marne,Marne city,,
58313,,071000060806,,Marrowbone Creek-North Raccoon River,Marrowbone Creek-North Raccoon River,,,Lewis,Lewis city,,
58314,,071000060102,,Headwaters Little Cedar Creek,Headwaters Little Cedar Creek,,,Griswold,Griswold city,,
58316,,070600030707,,McCartney Branch-Mississippi River,McCartney Branch-Mississippi River,,,Cumberland,Cumberland city,,
58318,,071000020801,,Drainage Ditch 41-Des Moines River,Drainage Ditch 41-Des Moines River,,,Atlantic,Atlantic city,,
58330,,070802080206,,Timber Creek,Timber Creek,,,Anita,Anita city,,
58331,,070802091002,,Otter Creek,Otter Creek,,,Mitchellville,Mitchellville city,,
58332,,070802090504,,Lower South English River,Lower South English River,,,Waukon,Waukon city,,
58333,,070802090501,,Town of Tilton,Town of Tilton,,,Waterville,Waterville city,,
58334,,070802090502,,Upper South English River,Upper South English River,,,Postville,Postville city,,
58335,,070802091101,,Indian Creek,Indian Creek,,,New Albin,New Albin city,,
58336,,070802090407,,Lower North English River,Lower North English River,,,Lansing,Lansing city,,
58337,,070802090804,,Honey Creek-Iowa River,Honey Creek-Iowa River,,,Harpers Ferry,Harpers Ferry city,,
58338,,070802060301,,West Rock Creek-Rock Creek,West Rock Creek-Rock Creek,,,Waverly,Waverly city,,
58339,,070802090406,,Middle North English River,Middle North English River,,,Tripoli,Tripoli city,,
58340,,070802090408,,Outlet North English River,Outlet North English River,,,Readlyn,Readlyn city,,
58341,,070801030603,,Barber Creek-Wapsipinicon River,Barber Creek-Wapsipinicon River,,,Plainfield,Plainfield city,,
58342,,070802090701,,Rapid Creek,Rapid Creek,,,Frederika,Frederika city,,
58343,,070802090301,,Gritter Creek,Gritter Creek,,,Vining,Vining city,,
58344,,070802090503,,Middle South English River,Middle South English River,,,Traer,Traer city,,
58345,,070801030602,,Silver Creek,Silver Creek,,,,,,
58346,,070801030404,,Calamus Creek,Calamus Creek,,,,,,
58347,,070802060405,,Mill Creek-Cedar River,Mill Creek-Cedar River,,,,,,
58348,,070802060103,,Indian Creek,Indian Creek,,,,,,
58349,,070802090101,,Upper Clear Creek,Upper Clear Creek,,,,,,
58350,,070802090103,,Lower Clear Creek,Lower Clear Creek,,,,,,
58351,,070802060201,,Headwaters Big Creek,Headwaters Big Creek,,,,,,
58352,,070802090606,,English River,English River,,,,,,
58353,,070802090207,,Old Womans Creek-Old Mans Creek,Old Womans Creek-Old Mans Creek,,,,,,
58354,,070801030409,,Sherman Park-Wapsipinicon River,Sherman Park-Wapsipinicon River,,,,,,
58355,,070802060406,,Rock Run Creek,Rock Run Creek,,,,,,
58356,,070802060602,,Bennet Creek-Sugar Creek,Bennet Creek-Sugar Creek,,,,,,
