HUC_12,FEATUREID
070802050903,22474385
070802051003,22472757
070802051003,22472725
070802050102,22472471
070802050102,22477227
070802050101,22474131
070802050302,22471859
070802050302,22471925
070802050901,22472123
070802051005,22476975
070802050903,22474539
070802050901,22474107
070802050702,22471599
070802050101,22474119
070802050302,22471955
070802050702,22471625
070802050903,22476843
070802050102,22474585
070802051004,22472897
070802050902,22474257
070802050303,22471805
070802050703,22472209
070802050702,22471927
070802050903,22474317
070802050102,22474183
070802050304,22474113
070802051002,22474241
070802051105,22475907
070802050901,22471929
070802050903,22474599
070802050101,22474105
070802050907,22474851
070802050102,22477217
070802050702,22471681
070802051002,22475171
070802050101,22474109
070802050101,22474111
070802051005,22474877
070802051004,22472935
070802050302,22472019
070802050102,22474291
070802050101,22472459
070802050702,22471601
070802051005,22474899
070802051002,22474823
070802050102,22474395
070802050303,22471845
070802050102,22474171
070802050703,22471847
070802050903,22474351
070802050302,22472015
070802050102,22477181
070802051002,22474531
070802051003,22472737
070802050102,22474337
070802050102,22474381
070802050903,22474485
070802050101,22472437
070802050102,22477245
070802050903,22474649
070802050702,22472173
070802050303,22471873
070802050903,22474425
070802051003,22472743
070802050101,22472431
070802050901,22471889
070802051002,22474679
070802050901,22471921
070802051005,22474929
070802051004,22473057
070802051002,22474633
070802050702,22471767
070802051002,22474955
070802050101,22477193
070802050901,22474121
070802050304,22471883
070802050304,22472007
070802050703,22471717
070802051002,22474447
070802050703,22472161
070802050102,22474489
070802050901,22471803
070802050901,22471785
070802050102,22474583
070802050901,22471903
070802051002,22475003
070802050102,22472469
070802051002,22474301
070802051004,22472881
070802050702,22471639
070802050901,22471917
070802050902,22474399
070802050906,22476631
070802050101,22471993
070802050906,22474173
070802050901,22472005
070802051005,22477081
070802050901,22476615
070802050901,22472121
070802050103,22471817
070802050901,22471899
070802050304,22471837
070802050302,22471887
070802050906,22472029
070802050304,22471813
070802050907,22476867
070802051004,22472847
070802051002,22474267
070802050101,22472451
070802050901,22471793
070802050907,22474829
070802050101,22472441
070802050901,22474085
070802050702,22472169
070802050907,22476875
070802050903,22474397
070802051002,22474819
070802050304,22471965
070802050304,22471963
070802050101,22472475
070802050102,22477187
070802050703,22471719
070802050901,22474145
070802051103,22472973
070802051002,22474409
070802050902,22474323
070802050702,22471829
070802050703,22472135
070802050304,22472051
070802050304,22471931
070802050907,22476871
070802050703,22471729
070802050101,22474133
070802050903,22474501
070802050101,22472425
070802050102,22476629
070802050302,22472111
070802050901,22471673
070802050902,22472033
070802050302,22471893
070802051002,22474861
070802051002,22474691
070802051002,22474675
070802050901,22474093
070802050102,22477199
070802050901,22476807
070802050901,22471795
070802050703,22471869
070802050703,22472099
070802050102,22474607
070802051004,22472937
070802051005,22475163
070802050907,22474999
070802050702,22471909
070802050703,22471969
070802050302,22471907
070802050302,22471933
070802051005,22475383
070802051003,22472709
070802050703,22471739
070802050703,22471713
070802050101,22474181
070802051002,22474327
070802051004,22473025
070802050703,22471781
070802051002,22474339
070802050302,22471935
070802050102,22477219
070802051002,22474589
070802051003,22475343
070802050702,22471701
070802050102,22477239
070802050907,22475117
070802051005,22474931
070802051002,22474889
070802050902,22474229
070802050102,22477209
070802050304,22472063
070802050101,22472087
070802051004,22472891
070802051105,22475693
070802051105,22475605
070802051005,22476911
070802050702,22471831
070802050303,22471835
070802050901,22471671
070802051002,22474543
070802050101,22472445
070802051004,22472893
070802050901,22472115
070802050102,22474237
070802050903,22474579
070802050304,22472065
070802050101,22472463
070802050101,22472453
070802051002,22474549
070802050907,22475023
070802051005,22476937
070802051105,22477075
070802050901,22471827
070802050901,22471787
070802050906,22474117
070802050102,22472491
070802050702,22471937
070802050902,22472041
070802050303,22471709
070802050102,22476619
070802051002,22474503
070802050907,22474857
070802050101,22472461
070802050101,22472457
070802050101,22472025
070802050702,22471679
070802051002,22474545
070802050304,22471981
070802050304,22471783
070802051004,22472747
070802051502,22473055
070802050901,22471725
070802050304,22472053
070802050304,22471851
070802050102,22474273
070802050101,22477191
070802050901,22471891
070802050703,22471849
070802051003,22472773
070802050903,22474509
070802050102,22474275
070802050302,22471839
070802050703,22471879
070802050302,22471973
070802050903,22474505
070802051004,22472903
070802050903,22474467
070802050101,22472465
070802051003,22472701
070802051004,22472727
070802050903,22474627
070802050907,22474941
070802050302,22471825
070802050906,22482941
070802051105,22475647
070802050901,22471761
070802050907,22482923
070802050702,22471581
070802050102,22477279
070802051005,22475191
070802050907,22476865
070802050304,22471977
070802050907,22475045
070802050902,22474417
070802050907,22476903
070802051103,22473105
070802051003,22472775
070802051004,22473005
070802050101,22472449
070802050304,22471819
070802050702,22471583
070802050102,22474533
070802050304,22471885
070802050304,22471979
070802050102,22474511
070802050304,22471765
070802050902,22474435
070802050902,22474269
070802050703,22471841
070802050304,22471747
070802051005,22476901
070802050102,22477241
070802051105,22477037
070802051003,22472833
070802050303,22471915
070802051004,22472875
070802051301,22473067
070802051003,22472931
070802051503,22473751
070802051005,22476965
070802051301,22473247
070802051503,22473113
070802051003,22472887
070802051003,22472809
070802051003,22472825
070802051003,22472723
070802051002,22475049
070802051105,22477089
070802051004,22476985
070802051105,22477007
070802051005,22475285
070802051105,22475939
070802051004,22472765
070802051002,22474571
070802051503,22473177
070802050703,937080068
070802051005,22477097
070802051004,22472831
070802051002,22474801
070802051003,22472901
070802051105,22475883
070802051003,22472889
070802051004,22472855
070802051105,22476011
070802051004,22472845
070802051003,22472829
070802051004,22472853
070802051502,22473671
070802051004,22472739
070802051004,22473041
070802051005,22476971
070802051502,22473021
070802051004,22473033
070802051105,22475727
070802051002,22475179
070802051004,22472793
070802051002,22474129
070802051002,22474655
070802051005,22475083
070802051004,22477087
070802051003,22472707
070802051005,22476957
070802051002,22474497
070802051103,22473143
070802051503,22473165
070802051301,22473185
070802051004,22472915
070802051003,22472819
070802051004,22472797
070802051004,22475489
070802050402,22474097
070802051003,22472795
070802051003,22472867
070802051105,22475787
070802051103,22472953
070802051005,22475085
070802051004,22472837
070802051004,22473035
070802051004,22472905
070802051004,22472879
070802051105,22475829
070802051004,22472907
070802051504,22473695
070802051002,22474643
070802051004,22473047
070802051503,22473741
070802051004,22472827
070802051103,22473191
070802051004,22472991
070802051005,22474875
070802051002,22474495
070802051003,22472771
070802051105,22475779
070802050907,22476859
070802051103,22473213
070802051004,22472779
070802051503,22473207
070802051002,22475039
070802051003,22475229
070802051004,22473011
070802051003,22472823
070802051105,22476007
070802051004,22472949
070802051105,22477003
070802051005,22475009
070802051003,22472859
070802051105,22475729
070802051105,22477071
070802051005,22475217
070802051003,22472745
070802051002,22474577
070802051301,22473183
070802051501,22473147
070802051004,22472763
070802051005,22475219
070802051105,22477051
070802051502,22473673
070802051105,22477041
070802051003,22472781
070802051003,22472741
070802051003,22475195
070802051004,22472799
070802051105,22475947
070802051002,22474217
070802051004,22472749
070802051004,22475615
070802051004,22473039
070802051004,22472971
070802051005,22476921
070802050907,22476863
070802051004,22472911
070802051004,22472729
070802051002,22474943
070802051502,22473059
070802051103,22472993
070802051004,22472929
070802051003,22472919
070802051003,22472783
070802051003,22472711
070802051004,22472751
070802051004,22472939
070802051002,22475005
070802051004,22472861
070802051005,22475175
070802051502,22473145
070802051004,22472857
070802051004,22472761
070802050402,22474099
070802051301,22473083
070802051002,22474215
070802051105,22476051
070802051105,22473103
070802051004,22472851
070802051103,22477085
070802051004,22472839
070802051105,22475967
070802051003,22472769
070802051005,22474983
070802051004,22472927
070802051004,22472895
070802051105,22477073
070802051005,22475325
070802051002,22474803
070802051005,22476969
070802051501,22473133
070802051003,22475231
070802051004,22473653
070802051502,22473053
070802051103,22473065
070802051003,22474777
070802051003,22474191
070802051105,22477035
070802051004,22472717
070802051103,22473187
070802051103,22473677
070802051002,22474867
070802051004,22472985
070802051004,22472777
070802051003,22472917
070802051502,22473007
070802051105,22475757
070802051004,22472787
070802051105,22475785
070802051004,22472957
070802051502,22473667
070802051004,22473003
070802051005,22475249
070802051003,22472791
070802051005,22476931
070802051002,22474547
070802051003,22475313
070802051003,22472699
070802051004,22472767
070802051004,22472869
070802051004,22472877
070802051005,22475161
070802051004,22472733
070802051301,22473101
070802051105,22477047
070802051003,22472785
070802051003,22472753
070802051002,22474989
070802051004,22473037
070802051005,22474897
070802051005,22476939
070802051005,22475177
070802051004,22472941
070802051002,22474331
070802051003,22472721
070802051004,22472815
070802050906,22472039
070802051503,22473171
070802051004,22472731
070802051002,22474795
070802051503,22473763
070802051005,22474985
070802051103,22473157
070802051003,22472863
070802051004,22472959
070802051003,22472705
070802051004,22472951
070802051002,22474635
070802051002,22474357
070802050703,22472233
070802051002,22474213
070802051003,22472803
070802051002,22474603
070802051003,22472801
070802051501,22472975
070802051503,22473253
070802051004,22472955
070802051003,22475197
070802051005,22475137
070802050703,937080070
070802051002,22474201
070802051105,22475943
070802051004,22472807
070802051504,22473693
070802051004,22472835
070802051003,22472871
070802051105,22475675
070802051003,22472811
070802051003,22472755
070802051004,22472841
070802051003,22472713
070802051105,22477077
070802051004,22473075
070802051002,22474445
070802051002,22474729
070802051501,22473151
070802051103,22473675
070802051003,22472813
070802051004,22472883
070802051004,22476687
070802051105,22475631
070802051105,22475649
070802051003,22472817
070802051003,22472719
070802051002,22474211
070802051002,22474127
070802051105,22477053
070802051004,22472821
070802051503,22473233
070802051503,22473737
070802051003,22472805
070802051002,22474677
070802051004,22472947
070802051105,22475831
070802051105,22475885
070802051004,22472923
070802051105,22482945
070802051105,22477015
070802051004,22472913
070802051004,22473063
070802051002,22474243
070802051004,22473679
070802051003,22472899
070802051005,22475349
070802051503,22482957
070802051004,22472843
070802051004,22472909
070802051004,22472715
070802051103,22473153
070802051004,22472885
070802051003,22475331
070802051105,22476003
070802051003,22472873
070802051003,22472735
070802051004,22472849
070802051503,22473965
070802051005,22476953
070802051502,22472987
070802051503,22473265
070802051105,22476991
070802051503,22473235
070802051503,22473779
070802051301,22473017
070802051502,22472995
070802051502,22473019
070802050703,937080071
070802051502,22472997
070802050703,22472003
070802051501,22472983
070802051301,22473109
070802051503,22473173
070802051005,22477101
070802051501,22473117
070802051502,22473091
070802051502,22473221
070802051504,22473225
070802051501,22473071
070802051301,22473257
070802050703,937080072
070802051301,22473657
070802051503,22473753
070802050402,22472079
070802051005,22477099
070802051503,22473167
070802051105,22476997
070802051502,22473015
070802051302,22473137
070802051502,22472999
070802050304,22471895
070802051105,22477055
070802051501,22473687
070802051503,22473115
070802051502,22472963
070802051105,22477079
070802051105,22473781
070802051502,22473129
070802051301,22473127
070802050304,22472237
070802050703,22472151
070802051302,22473217
070802051503,22473729
070802051301,22473181
070802051501,22473079
070802051502,22473131
070802050703,22471637
070802051504,22473227
070802051301,22473125
070802051503,22473739
070802051503,22473205
070802051502,22472943
070802051105,22477025
070802050907,22476869
070802051005,22476959
070802051501,22473683
070802050703,22472137
070802051301,22473123
070802051503,22473219
070802051502,22473001
070802051503,22473957
070802051502,22473089
070802051502,22473141
070802051503,22473249
070802050703,22472177
070802051503,22473163
070802051504,22473955
070802051503,22473777
070802051501,22473193
070802051502,22472961
070802050703,22472195
070802051501,22473665
070802051502,22473023
070802050703,22472139
070802051503,22473743
070802050402,22474143
070802051503,22473209
070802050703,22472207
070802050703,22482969
070802050703,937080073
070802050402,22472081
070802051301,22473099
070802050703,937080074
070802051105,22477093
070802051103,22473107
070802051503,22473243
070802051501,22473085
070802050703,22472197
070802051502,22473009
070802051503,22473919
070802051301,22473245
070802051502,22472965
070802051302,22473139
070802051504,22473765
070802051103,22473013
070802051503,22473795
070802051302,22473291
070802050906,22472199
070802050906,22474415
070802051302,22473655
070802051502,22472969
070802050402,22472075
070802051503,22473747
070802050703,22472143
070802051501,22473663
070802051503,22473757
070802051302,22473215
070802051503,22473797
070802051502,22473027
070802051503,22473719
070802051503,22473203
070802050703,22471635
070802051503,22473733
070802051301,22473119
070802050907,22476897
070802051504,22473769
070802050906,22472013
070802051502,22472967
070802051501,22473691
070802051005,22482933
070802051504,22473279
070802050703,22472141
070802050703,22472155
070802051501,22472977
070802051501,22473681
070802050703,22472131
070802051502,22472989
070802040607,22472129
070802050703,22472231
070802051503,22473237
070802051301,22473201
070802051301,22473111
070802051501,22472921
070802051503,22473261
070802051005,22476967
070802050703,22472193
070802050402,22472073
070802050202,22472487
070802051501,22473161
070802050703,22472213
070802051501,22473043
070802050703,22472235
070802051302,22473195
070802051503,22473959
070802051103,22473155
070802051302,22473077
070802051501,22473045
070802051105,22477011
070802051005,22476935
070802051502,22473669
070802051501,22472981
070802051103,22473069
070802051103,22472979
070802051502,22472945
070802051501,22473689
070802051105,22473229
070802051302,22473169
070802051301,22473661
070802051503,22473087
070802050703,22472229
070802050703,22472215
070802050402,22474081
070802051105,22473759
070802051301,22473135
070802051301,22473121
070802051301,22473255
070802051105,22477061
070802050703,22472219
070802051105,22476145
070802050703,22471727
070802040607,22482967
070802051503,22473197
070802051503,22473251
070802051302,22473095
070802051301,22473199
070802051502,22473061
070802051503,22473175
070802051301,22473659
070802050703,937080067
070802051501,22473051
070802051503,22473967
070802051501,22473159
070802051301,22473189
070802051302,22473097
070802051501,22473149
070802051502,22473049
070802051502,22473029
070802051301,22473081
070802051503,22473725
070802051105,22477059
070802050202,22472353
070802051105,22477067
070802050304,22471843
070802051502,22473093
070802050703,937080075
070802051005,22476945
070802051302,22473073
070802051504,22473231
070802051501,22473685
070802051502,22473031
070802050703,22472203
070802051105,22477021
070802050301,22472285
070802050202,22472341
070802051503,937080046
070802051503,22482955
070802050703,937080141
070802051005,22476923
070802051005,22476927
070802051105,22477009
070802050703,937080142
070802051503,22473789
070802051503,22473723
070802050703,22472163
070802051503,22473721
070802051105,22477043
070802050703,937080076
070802050301,22472281
070802050703,22471607
070802050202,22471569
070802051503,22473241
070802051105,22473761
070802050301,22472289
070802050301,22471501
070802051503,22473771
070802050703,22472205
070802050402,22472125
070802051503,22473961
070802051503,22482935
070802050101,22472447
070802050906,22474369
070802050304,22471867
070802060102,17555021
070802051105,22477065
070802051503,22473239
070802050101,22472489
070802060102,17554809
070802051105,22476995
070802050906,22472035
070802060102,17554811
070802051503,22473735
070802051005,22476933
070802050101,22471989
070802051503,22473749
070802050103,22472077
070802050703,22472179
070802051503,22473731
070802050907,22476905
070802051005,22476941
070802051105,22477049
070802050301,22472485
070802051503,22473787
070802050101,22472455
070802060102,17554813
070802070905,6572438
070802070905,6572422
070802070902,6572668
070802070901,6571872
070802070902,6572682
070802070905,6572406
070802060101,17554803
070802070702,6572404
070802070204,6570304
070802070604,6572220
070802070901,6571896
070802070901,6571878
070802070905,6572360
070802070904,6572336
070802070905,6572350
070802070701,6572114
070802070905,6572376
070802070702,6572482
070802070701,6572126
070802070901,6571854
070802070904,6571214
070802070905,6572228
070802070902,6571920
070802070901,6571918
070802070104,6570600
070802070204,6570318
070802060101,17554815
070802070902,6572680
070802070903,6572788
070802070804,6572270
070802070702,6572412
070802070902,6571970
070802070904,6571240
070802070309,6570842
070802070104,6570604
070802070402,6572108
070802070905,6572718
070802060101,17554805
070802070104,6570616
070802070905,6572450
070802070905,6572714
070802070901,6571864
070802070901,6570986
070802070601,6570896
070802070902,6571926
070802070901,6571870
070802070804,6572328
070802070603,6572056
070802070902,6572002
070802070905,6572322
070802070904,6572712
070802070202,6570322
070802070602,6572752
070802070905,6572332
070802070901,6571814
070802070308,6570788
070802070903,6572792
070802070905,6572348
070802070905,6572316
070802070701,6572118
070802070310,6570856
070802070905,6572366
070802070901,6571908
070802070502,6572080
070802070905,6572490
070802070905,6572392
070802070803,6572464
070802070904,6572314
070802070401,6572062
070802070905,6572308
070802070905,6572452
070802070901,6571902
070802070804,6572244
070802070901,6571850
070802070901,6571888
070802070901,6571886
070802070604,6572198
070802070401,6571966
070802060101,17554817
070802070602,6571860
070802070702,6572704
070802070905,6572698
070802070904,6571264
070802070901,6571874
070802070902,6572004
070802070401,6572014
070802070902,6572168
070802070902,6572210
070802060101,17554807
070802070902,6571940
070802070604,6572112
070802070901,6571842
070802070603,6572676
070802070904,6572382
070802070301,6570666
070802070310,6570874
070802070307,6570814
070802070902,6571172
070802070902,6571170
070802070905,6572444
070802070702,6572346
070802070904,6571218
070802070402,6572146
070802070302,6570940
070802070603,6571986
070802070502,6572066
070802070901,6571832
070802070205,6570626
070802070904,6572386
070802070702,6572248
070802070601,6570914
070802070702,6572294
070802070307,6570786
070802070602,6572662
070802070904,6572352
070802070401,6572016
070802070904,6571220
070802070902,6571178
070802070701,6572188
070802070904,6572358
070802070804,6572320
070802070904,6571226
070802070803,6572448
070802070308,6570772
070802070701,6572178
070802070204,6570358
070802070905,6572260
070802070205,6570658
070802070501,6571930
070802070311,6570998
070802070604,6572102
070802070702,6572474
070802070502,6572088
070802070902,6572096
070802070803,6572736
070802070604,6572132
070802070803,6572442
070802070804,6572484
070802070904,6571234
070802070702,6572426
070802070104,6570602
070802070502,6572684
070802070902,6572122
070802070904,6571216
070802070901,6571820
070802070401,6572672
070802070901,6570928
070802070702,6572394
070802070301,6570684
070802070301,6570672
070802070604,6572142
070802070104,6570608
070802070804,6572428
070802070501,6571974
070802070401,6572044
070802070905,6572436
070802070501,6571978
070802070202,6570316
070802070901,6571858
070802070311,6570900
070802070203,6570248
070802070905,6572330
070802070104,6570598
070802070602,6570910
070802070901,6571848
070802070309,6570798
070802070501,6572660
070802070702,6572304
070802070203,6570278
070802070602,6570922
070802070401,6572666
070802070308,6570962
070802070901,6571836
070802070305,6570704
070802070603,6571992
070802070308,6570728
070802070904,6572364
070802070311,6570892
070802070702,6572250
070802070311,6570984
070802070604,6572160
070802070904,6571222
070802070601,6570976
070802070401,6571996
070802070904,6572312
070802070702,6572264
070802070902,6572022
070802070603,6572076
070802070305,6570706
070802070902,6571982
070802070501,6571980
070802070201,6570280
070802070302,6570686
070802070601,6570872
070802070203,6570234
070802070904,6571228
070802070905,6572414
070802070302,6570690
070802070604,6572156
070802070804,6572402
070802070902,6571976
070802070904,6571266
070802070501,6571910
070802070502,6572072
070802070901,6571834
070802070308,6570722
070802070304,6570764
070802070601,6570868
070802070702,6572434
070802070702,6572356
070802070305,6570700
070802070502,6572006
070802070602,6571890
070802070308,6570770
070802070202,6570292
070802070104,6570594
070802070604,6572152
070802070804,6572722
070802070702,6572326
070802070701,6572130
070802070803,6572470
070802070204,6570332
070802070902,6572084
070802070502,6572106
070802070905,6572222
070802070601,6570862
070802070203,6570244
070802070904,6571230
070802070904,6571210
070802070602,6571844
070802070305,6570714
070802070803,6572458
070802070104,6570364
070802070101,6570210
070802070902,6572144
070802070302,6570668
070802070901,6571856
070802070204,6570294
070802070205,6570634
070802070309,6570806
070802070104,6570640
070802070604,6572214
070802070702,6572476
070802070308,6570762
070802070203,6570256
070802070702,6572288
070802070501,6571936
070802070401,6571956
070802070901,6571826
070802070101,6570220
070802070902,6571180
070802070309,6570848
070802070307,6570824
070802070305,6570710
070802070308,6570966
070802070203,6570282
070802070904,6571224
070802070902,6571166
070802070901,6571822
070802070502,6572090
070802070305,6570712
070802070205,6570562
070802070502,6572012
070802070604,6572166
070802070604,6572162
070802070804,6572398
070802070902,6572124
070802070902,6571162
070802070702,6572372
070802070301,6570662
070802070604,6572678
070802070305,6570948
070802070205,6570656
070802070310,6570852
070802070311,6570882
070802070904,6571212
070802070702,6572354
070802070204,6570368
070802070205,6570556
070802070203,6570290
070802070904,6571276
070802070803,6572440
070802070101,6570232
070802070204,6570360
070802070603,6571952
070802070104,6570350
070802070104,6570638
070802070308,6570970
070802070104,6570660
070802070502,6572158
070802070401,6572664
070802070702,6572418
070802070904,6571274
070802070904,6571194
070802070905,6572268
070802070104,6570592
070802070901,6570884
070802070904,6571232
070802070803,6572456
070802070601,6570978
070802070502,6572048
070802070905,6572420
070802070902,6571270
070802070904,6572344
070802070311,6570876
070802070205,6570570
070802070502,6571990
070802070205,6570624
070802070311,6570912
070802070702,6572306
070802070602,6572652
070802070804,6572700
070802070202,6570314
070802070604,6572806
070802070702,6572284
070802070904,6572338
070802070502,6572136
070802070311,6571000
070802070401,6571998
070802070202,6570412
070802070702,6572460
070802070203,6570270
070802070601,6570870
070802070205,6570588
070802070104,6570576
070802070402,6572754
070802070204,6570296
070802070307,6570810
070802070308,6570954
070802070502,6572036
070802070804,6572726
070802070202,6570308
070802070904,6571238
070802070702,6572496
070802070905,6572716
070802070205,6570650
070802070205,6570612
070802070305,6570694
070802070502,6572032
070802070901,6570878
070802070204,6570338
070802070104,6570644
070802070205,6570622
070802070204,6570554
070802070205,6570574
070802070603,6572074
070802070701,6572690
070802070904,6572290
070802070502,6572046
070802070309,6570808
070802070502,6572100
070802070603,6572020
070802070204,6570356
070802070804,6572494
070802070901,6570906
070802070309,6570794
070802070702,6572318
070802070903,6572208
070802070204,6570346
070802070604,6572212
070802070103,6570262
070802070204,6570334
070802070602,6572658
070802070601,6570904
070802070308,6570720
070802070304,6570752
070802070101,6570202
070802070202,6570422
070802070306,6570738
070802070401,6572086
070802070604,6572150
070802070901,6570886
070802070902,6574270
070802070602,6571894
070802070311,6570890
070802070502,6571988
070802070104,6570614
070802070309,6570834
070802070307,6570784
070802070603,6571994
070802070902,6572070
070802070902,6572770
070802070104,6570578
070802070501,6571962
070802070603,6572764
070802070204,6570330
070802070309,6570846
070802070604,6572216
070802070205,6570580
070802070301,6570682
070802070205,6570584
070802070902,6571942
070802070602,6571830
070802070902,6572782
070802070901,6571824
070802070601,6570898
070802070103,6570400
070802070203,6570254
070802070901,6570996
070802070602,6570908
070802070502,6572064
070802070601,6570836
070802070901,6571816
070802070604,6572196
070802070104,6570632
070802070602,6571880
070802070101,6570206
070802070901,6570894
070802070502,6572116
070802070304,6570760
070802070304,6570956
070802070702,6572342
070802070310,6570854
070802070402,6572148
070802070902,6572170
070802070204,6570320
070802070204,6570326
070802070302,6570944
070802070307,6570972
070802070309,6570974
070802070104,6570646
070802070101,6570242
070802070202,6570410
070802070104,6570988
070802070303,6570950
070802070902,6572040
070802070301,6570674
070802070205,6570582
070802070305,6570696
070802070601,6570916
070802070203,6570226
070802070205,6570628
070802070502,6572038
070802070502,6572050
070802070202,6570306
070802070204,6570298
070802070901,6571828
070802070101,6570204
070802070501,6571960
070802070307,6570812
070802070603,6571954
070802070902,6571972
070802070601,6570980
070802070205,6570654
070802070311,6570902
070802070902,6571946
070802070306,6570734
070802070104,6570566
070802070303,6570938
070802070307,6570780
070802070502,6572082
070802070306,6570746
070802070604,6572172
070802070901,6571904
070802070204,6570310
070802070204,6570328
070802070901,6571884
070802070804,6572446
070802070501,6571924
070802070604,6572128
070802070205,6570572
070802070401,6572054
070802070501,6571876
070802070202,6570414
070802070306,6570754
070802070604,6572804
070802070203,6570252
070802070901,6571852
070802070901,6570866
070802070804,6572502
070802070306,6570736
070802070901,6571818
070802070306,6570750
070802070901,6571868
070802070305,6570946
070802070401,6572674
070802070902,6571156
070802070902,6571984
070802070205,6570568
070802070303,6570698
070802070902,6571176
070802070203,6570402
070802070902,6572030
070802070604,6572174
070802070603,6572092
070802070307,6570826
070802070902,6572028
070802070308,6570766
070802070307,6570828
070802070501,6571938
070802070401,6571944
070802070803,6572462
070802070104,6570342
070802070902,6571174
070802070502,6572000
070802070311,6570920
070802070301,6570676
070802070205,6570648
070802070502,6572134
070802070103,6570418
070802070902,6571968
070802070901,6572760
070802070204,6570420
070802070402,6572120
070802070602,6571892
070802070305,6570702
070802070307,6570790
070802070902,6572078
070802070307,6570800
070802070307,6570818
070802070902,6572772
070802070308,6570726
070802070311,6570880
070802070303,6570992
070802070205,6570630
070802070308,6570768
070802070603,6572018
070802070604,6572176
070802070502,6572008
070802070205,6570596
070802070302,6570692
070802070205,6570620
070802070501,6572670
070802070905,6572226
070802070306,6570732
070802070309,6570840
070802070204,6570374
070802070309,6570802
070802070905,6572200
070802070309,6570796
070802070604,6572164
070802070303,6570952
070802070306,6570756
070802070308,6570968
070802070602,6571840
070802070902,6571164
070802070205,6570590
070802070308,6570776
070802070204,6570366
070802070204,6570348
070802070905,6572786
070802070601,6570858
070802070205,6570586
070802070205,6570610
070802070309,6570838
070802070104,6570618
070802070902,6572068
070802070601,6570844
070802070301,6570680
070802070306,6570748
070802070602,6571808
070802070301,6570990
070802070602,6571916
070802070901,6571866
070802070702,6572730
070802070602,6571906
070802070308,6570782
070802070701,6572186
070802070306,6570730
070802070902,6572768
070802070603,6572058
070802070104,6570606
070802070902,6571160
070802070501,6571932
070802070309,6570832
070802070104,6570642
070802070601,6570860
070802070205,6570936
070802070307,6570830
070802070401,6572042
070802070902,6571168
070802070701,6572204
070802070701,6572180
070802070302,6570688
070802070401,6572052
070802070205,6570564
070802070401,6571964
070802070603,6572766
070802070202,6570302
070802070502,6572010
070802070104,6570652
070802070307,6570816
070802070903,6572266
070802070502,6572034
070802070902,6572094
070802070301,6570670
070802070205,6570636
070802070502,6572098
070802070501,6571948
070802070301,6570664
070802070501,6571950
070802070902,6572060
070802070309,6570804
070802070902,6571158
070802070308,6570778
070802070903,6572686
070802070310,6570792
070802070701,6572230
070802070804,6572380
070802070901,6571838
070802070308,6570758
070802070905,6572362
070802070901,6570918
070802070204,6570552
070802070702,6572400
070802070903,6571190
070802070903,6571208
070802070702,6572276
070802070501,6572656
070802070702,6572488
070802070308,6570964
070802070903,6572236
070802070905,6572784
070802070701,6572184
070802070901,6571898
070802070701,6572192
070802070901,6571882
070802070702,6572370
070802070901,6570924
070802070702,6572810
070802070701,6572262
070802080401,17538205
070802070903,6571202
070802070902,6571922
070802070903,6572194
070802070702,6572424
070802070804,6572794
070802070604,6572778
070802070803,6572796
070802070702,6572702
070802070310,6570820
070802070901,6571914
070802070604,6572776
070802070804,6572374
070802070304,6570716
070802070701,6572206
070802070701,6572224
070802070905,24811407
070802070801,6572728
070802070702,6572410
070802070302,6570994
070802070304,6570744
070802070905,24811405
070802070702,6572706
070802070701,6572104
070802070501,6572758
070802070701,6572258
070802070901,6571812
070802080401,17538213
070802070702,6572238
070802070804,6572334
070802070901,6571810
070802070803,6572798
070802070804,6572388
070802070903,6571198
070802070901,6570982
070802070903,6571182
070802070702,6572480
070802070905,6572310
070802070701,6572154
070802070903,6571188
070802070701,6572232
070802070901,6570864
070802070903,6572242
070802070701,6572692
070802070804,6572492
070802070905,6572274
070802070903,6572218
070802070701,6572110
070802070804,6572756
070802070904,6572384
070802070304,6570740
070802070702,6572278
070802070204,6570340
070802070701,6572252
070802070903,6571200
070802070501,6571846
070802070902,6572762
070802080504,17538175
070802070804,6572390
070802070702,6572708
070802070604,6572774
070802070903,6572234
070802070903,6571192
070802070803,6572472
070802070903,6572240
070802070702,6572696
070802070804,6572340
070802070803,6572468
070802070905,6572720
070802070903,6571206
070802070701,6572190
070802070702,6572808
070802070903,6571186
070802070803,6572432
070802070803,6572454
070802070804,6572296
070802070905,6572408
070802070701,6572138
070802070804,6572396
070802070702,6572202
070802070901,6571912
070802070701,6572280
070802070803,6572732
070802070904,6571236
070802070804,6572272
070802070903,6571196
070802070803,6572466
070802070204,6570370
070802070905,6572378
070802070901,6570888
070802070804,6572498
070802070702,6572430
070802070905,6572286
070802070702,6572710
070802070901,6570926
070802070903,6571272
070802070204,6570372
070802070310,6570822
070802070204,6570560
070802070903,6571204
070802070701,6572246
070802070702,6572282
070802070302,6570942
070802070702,6572688
070802070905,6572724
070802070803,6572734
070802070304,6570960
070802070901,6572654
070802070702,6572324
070802070903,6571184
070802070902,6571958
070802070701,6572140
070802070901,6571928
070802070801,6572368
070802080502,17538219
070802080301,17538201
070802080301,17538193
070802080401,17538137
070802080502,17538231
070802080505,17538233
070802080301,17539289
070802080401,17538155
070802080401,17538127
070802080401,17538179
070802080301,17538243
070802080502,17538229
070802080504,17538227
070802080401,17538123
070802080505,17538151
070802080505,17538165
