Title,X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5,X6,Y6,X7,Y7,X8,Y8,X9,Y9,X10,Y10,X11,Y11,X12,Y12,X13,Y13,X14,Y14,X15,Y15,X16,Y16,X17,Y17,X18,Y18,X19,Y19,X20,Y20,X21,Y21,X22,Y22,X23,Y23,X24,Y24,X25,Y25,X26,Y26,X27,Y27,X28,Y28,XNot selected,YNot selected,X30,Y30,X30,Y30
,,,,,,,,,,,1543.16,831.92,,,,,,,,,,,506.47,788.89,536.96,769.51,564.78,763,578.6,759.34,859.11,736.5,609.02,730.65,542.03,711.03,957.89,712.09,732.94,780.43,876.24,790.49,841.32,786.81,1599.48,790.09,,,803.93,802.16,,,,,,,,,2500,0,2500,0
,,,,,,,,,,,1546.15,832.03,,,,,,,,,,,512.5,788.83,540.41,769.55,568.22,763.17,582.14,759.42,861.91,734.8,613.16,730.69,545.67,710.96,963.89,712.65,739.81,780.66,884.06,791.64,851.3,786.64,1633.32,788.53,,,809.98,802.1,,,,,,,,,2520,0,2520,0
,,,,,,,,,,,1555.14,834.08,,,,,,,,,,,515.52,788.68,543.86,769.44,571.67,763.26,585.69,759.28,870.09,726.9,617.3,730.75,549.31,710.98,969.89,713.25,746.69,780.73,895.79,792.77,858.69,786.45,1651.78,787.68,,,816.03,802,,,,,,,,,2540,0,2540,0
,,,,,,,,,,,1561.13,834.84,,,,,,,,,,,518.54,788.64,547.31,769.3,575.11,763.41,589.23,759.04,888.65,727.1,625.58,730.83,552.95,710.92,975.89,713.7,750.12,780.9,899.7,793.1,866.08,786.31,1657.93,787.61,,,828.13,801.74,,,,,,,,,2560,0,2560,0
,,,,,,,,,,,1573.12,835.28,,,,,,,,,,,521.56,788.58,550.77,769.11,578.55,763.64,592.77,758.89,913.76,728.8,629.71,730.95,556.59,710.84,981.89,714.65,753.56,780.75,903.62,793.14,873.47,786.26,1694.85,788.23,,,840.22,801.37,,,,,,,,,2580,0,2580,0
,,,,,,,,,,,1585.1,834.92,,,,,,,,,,,524.58,788.46,554.22,769.04,581.99,763.77,603.4,759.07,939.03,735.4,633.85,731.16,560.22,710.88,987.89,714.94,763.87,780.87,911.44,793.44,877.16,786.3,1704.08,788.49,,,855.34,800.79,,,,,,,,,2600,0,2600,0
,,,,,,,,,,,1591.09,834.07,,,,,,,,,,,527.6,788.23,557.67,769.06,585.43,763.74,606.94,759.09,944.15,743,637.99,731.02,563.86,711.03,993.89,715.21,770.74,781.15,919.26,793.89,888.25,786.48,1710.23,789.06,,,858.37,800.64,,,,,,,,,2620,0,2620,0
,,,,,,,,,,,1597.08,832.36,,,,,,,,,,,530.61,788.12,561.12,769.17,588.87,763.81,610.49,759.16,950.16,745.98,642.13,730.91,567.5,711.21,999.89,714.36,781.05,780.93,938.81,795.56,891.94,786.67,1722.54,789.1,,,864.42,800.26,,,,,,,,,2640,0,2640,0
,,,,,,,,,,,1603.08,831.69,,,,,,,,,,,533.63,788.05,564.58,769.15,592.32,764.02,617.57,759.32,,,646.27,730.87,578.41,711.81,1005.89,715.22,791.36,780.92,,,895.63,786.63,1728.69,789,,,870.47,799.79,,,,,,,,,2660,0,2660,0
,,,,,,,,,,,1615.06,833.72,,,,,,,,,,,536.65,788.02,571.48,769.06,595.76,764.32,621.12,759.35,,,650.4,730.85,582.05,711.97,1011.89,715.54,798.23,781.04,,,899.33,786.41,1741,788.41,,,873.49,799.52,,,,,,,,,2680,0,2680,0
,,,,,,,,,,,1624.05,835.71,,,,,,,,,,,539.67,788.07,574.93,769.04,602.64,765.14,624.66,759.26,,,654.54,730.82,586.14,711.92,1017.89,715.66,805.1,781.34,,,903.02,786.34,1753.3,788.35,,,882.56,798.79,,,,,,,,,2700,0,2700,0
,,,,,,,,,,,,,,,,,,,,,,,542.69,787.98,578.39,768.92,606.08,765.33,628.2,759.09,,,662.82,730.86,589.17,712.01,1026.89,714.81,808.54,781.28,,,910.41,786.79,1765.61,788.19,,,885.59,798.58,,,,,,,,,2720,0,2720,0
,,,,,,,,,,,,,,,,,,,,,,,545.7,787.8,581.84,768.76,609.53,765.46,631.75,759.12,,,666.96,730.89,592.19,712.34,1032.89,715.23,811.97,781.49,,,917.8,787.03,1780.99,787.77,,,888.61,798.32,,,,,,,,,2740,0,2740,0
,,,,,,,,,,,,,,,,,,,,,,,548.72,787.74,585.29,768.75,612.97,765.65,635.29,759.32,,,671.09,730.93,595.22,712.72,1038.41,715.47,815.41,781.52,,,921.49,787.25,1799.45,787.77,,,891.64,798.21,,,,,,,,,2760,0,2760,0
,,,,,,,,,,,,,,,,,,,,,,,551.74,787.63,588.74,768.71,616.41,765.78,638.83,759.54,,,675.23,730.96,598.25,713.11,1044.41,715.55,818.85,781.14,,,925.19,787.66,1811.75,787.82,,,894.66,798.26,,,,,,,,,2780,0,2780,0
,,,,,,,,,,,,,,,,,,,,,,,554.76,787.56,592.2,768.61,619.85,766.02,642.38,759.77,,,679.37,730.98,601.27,713.51,1053.41,715.09,822.28,781.02,,,928.88,787.92,1820.98,788.09,,,897.68,798.8,,,,,,,,,2800,0,2800,0
,,,,,,,,,,,,,,,,,,,,,,,557.78,787.59,595.65,768.67,630.18,766.65,645.92,759.85,,,683.51,731.03,604.3,713.86,1059.41,714.67,825.72,781.37,,,932.57,788.36,1827.14,788.14,,,900.71,799.13,,,,,,,,,2820,0,2820,0
,,,,,,,,,,,,,,,,,,,,,,,563.81,787.54,599.1,768.83,633.62,766.84,649.46,759.95,,,687.65,731.07,607.33,713.92,1065.41,714.3,829.15,781.85,,,936.27,788.92,1839.44,788.71,,,906.76,799.42,,,,,,,,,2840,0,2840,0
,,,,,,,,,,,,,,,,,,,,,,,569.85,787.59,602.55,768.79,637.06,766.89,656.55,760.19,,,691.78,731.1,608.85,711.47,1071.41,714.35,832.59,782.15,,,939.96,789.77,1848.67,789.59,,,912.81,799.04,,,,,,,,,2860,0,2860,0
,,,,,,,,,,,,,,,,,,,,,,,575.89,787.57,606.01,768.8,643.94,767.36,660.09,760.32,,,695.92,731.14,612.95,705.47,1077.41,714.26,836.03,782.27,,,943.66,789.93,1854.82,789.27,,,918.85,798.77,,,,,,,,,2880,0,2880,0
,,,,,,,,,,,,,,,,,,,,,,,578.91,787.65,609.46,768.85,647.38,767.63,663.64,760.42,,,700.06,731.13,616.18,704.3,1092.41,714.19,839.46,781.94,,,947.35,789.19,1867.13,789.79,,,924.9,798.45,,,,,,,,,2900,0,2900,0
,,,,,,,,,,,,,,,,,,,,,,,581.92,787.7,612.91,768.94,650.83,767.96,667.18,760.46,,,704.2,731.46,626.27,704.5,1098.41,714.17,842.9,781.76,,,951.04,788.61,1873.28,789.43,,,930.95,798.02,,,,,,,,,2920,0,2920,0
,,,,,,,,,,,,,,,,,,,,,,,584.94,787.63,616.36,768.85,654.27,768.32,670.72,760.39,,,708.33,731.96,636.12,705.2,1107.41,714.19,846.34,781.77,,,954.74,788.77,1885.59,788.06,,,933.98,797.61,,,,,,,,,2940,0,2940,0
,,,,,,,,,,,,,,,,,,,,,,,587.96,787.66,619.82,768.68,657.71,768.74,674.26,760.25,,,712.47,732.25,644.14,705.47,1113.41,713.85,849.77,782.13,,,958.43,789.23,1894.82,788.2,,,940.02,796.97,,,,,,,,,2960,0,2960,0
,,,,,,,,,,,,,,,,,,,,,,,590.98,787.75,623.27,768.58,661.15,769.2,677.81,760.12,,,716.61,732.46,651.82,706.27,1119.41,713.7,853.21,781.89,,,962.13,789.54,1900.97,788.23,,,943.05,797,,,,,,,,,2980,0,2980,0
,,,,,,,,,,,,,,,,,,,,,,,594,787.82,626.72,768.59,664.59,769.39,681.35,760,,,720.75,732.78,661.79,706.17,1125.41,713.54,856.64,781.83,,,965.82,789.59,1907.12,788.78,,,946.07,796.86,,,,,,,,,3000,0,3000,0
,,,,,,,,,,,,,,,,,,,,,,,597.01,787.81,630.17,768.71,668.04,769.5,684.89,760.04,,,724.89,733.13,671.61,706,1134.41,713.49,860.08,782.04,,,973.21,789.56,1916.35,788.92,,,952.12,796.69,,,,,,,,,3020,0,3020,0
,,,,,,,,,,,,,,,,,,,,,,,600.03,787.85,633.63,768.78,671.48,769.73,688.44,760.17,,,729.02,733.5,674.62,706.97,1140.41,713.73,863.52,782.62,,,980.6,789.47,1925.58,788.92,,,961.19,796.71,,,,,,,,,3040,0,3040,0
,,,,,,,,,,,,,,,,,,,,,,,606.07,787.71,637.08,768.71,674.92,770.01,691.98,760.42,,,733.16,733.83,682.67,706.97,1146.41,713.74,866.95,782.85,,,987.99,789.43,1937.89,789.29,,,970.27,796.61,,,,,,,,,3060,0,3060,0
,,,,,,,,,,,,,,,,,,,,,,,612.11,787.73,640.53,768.78,678.36,770.21,695.52,760.64,,,737.3,733.72,692.21,709.97,1152.41,714.08,873.82,783.15,,,999.07,789.45,1947.12,789.94,,,979.34,796.55,,,,,,,,,3080,0,3080,0
,,,,,,,,,,,,,,,,,,,,,,,618.14,787.76,643.98,768.68,685.24,770.28,699.07,760.68,,,741.44,733.56,695.1,710.04,1161.41,713.88,880.7,783.57,,,1002.76,789.36,1965.58,792.12,,,985.39,796.48,,,,,,,,,3100,0,3100,0
,,,,,,,,,,,,,,,,,,,,,,,621.16,787.7,647.44,768.43,699.01,770.29,702.61,760.78,,,745.58,733.74,698.13,710.35,1167.41,713.93,887.57,783.53,,,1006.46,789.32,1971.73,793.04,,,991.44,796.38,,,,,,,,,3120,0,3120,0
,,,,,,,,,,,,,,,,,,,,,,,627.2,787.76,650.89,768.61,709.34,770.36,706.15,761.07,,,749.71,734.17,701.16,710.72,1176.41,713.98,897.88,783.24,,,1010.15,789.33,1977.88,794.43,,,1000.51,796.59,,,,,,,,,3140,0,3140,0
,,,,,,,,,,,,,,,,,,,,,,,630.21,787.78,654.34,768.69,716.22,770.46,709.7,761.31,,,753.85,734.46,704.18,711.11,1185.41,714.11,901.31,783.18,,,1013.84,789.41,1987.11,796.65,,,1003.53,796.96,,,,,,,,,3160,0,3160,0
,,,,,,,,,,,,,,,,,,,,,,,633.23,787.87,657.79,768.61,723.1,770.52,730.95,761.85,,,757.99,734.73,707.21,711.52,1191.41,714.02,904.75,782.83,,,1017.54,789.59,1996.34,798.82,,,1006.56,797.16,,,,,,,,,3180,0,3180,0
,,,,,,,,,,,,,,,,,,,,,,,636.25,788.14,661.25,768.67,726.55,770.43,734.5,761.87,,,762.13,735.06,710.24,711.9,1197.41,713.83,911.62,782.96,,,1021.23,789.72,,,,,1012.61,797.44,,,,,,,,,3200,0,3200,0
,,,,,,,,,,,,,,,,,,,,,,,639.27,788.47,668.15,768.72,729.99,770.27,738.04,761.84,,,766.27,735.35,713.26,712.21,1203.41,714.11,915.06,783.12,,,1024.93,789.9,,,,,1018.66,797.62,,,,,,,,,3220,0,3220,0
,,,,,,,,,,,,,,,,,,,,,,,645.31,789.35,671.6,768.81,733.43,770.22,741.58,761.74,,,770.4,735.47,716.29,712.43,1209.41,714.05,925.37,782.79,,,1028.62,790.27,,,,,1021.68,797.84,,,,,,,,,3240,0,3240,0
,,,,,,,,,,,,,,,,,,,,,,,648.32,789.82,675.06,768.88,736.87,770.2,748.67,761.62,,,774.54,735.72,719.32,712.6,1215.41,713.73,928.8,782.89,,,1036.01,791.13,,,,,1024.7,798.12,,,,,,,,,3260,0,3260,0
,,,,,,,,,,,,,,,,,,,,,,,651.34,790.17,681.96,768.79,740.31,770.67,752.21,761.63,,,778.68,735.98,721.76,712.72,1221.41,713.88,942.55,783.05,,,1039.7,791.72,,,,,1030.75,798.2,,,,,,,,,3280,0,3280,0
,,,,,,,,,,,,,,,,,,,,,,,654.36,790.31,685.41,768.57,743.75,771.31,755.76,761.74,,,782.82,736.23,725.28,713,1227.41,713.99,949.42,783.2,,,1043.4,792.72,,,,,1033.78,798.29,,,,,,,,,3300,0,3300,0
,,,,,,,,,,,,,,,,,,,,,,,657.38,790.37,688.87,768.38,747.2,771.02,759.3,761.88,,,791.09,736.44,728.81,713.25,1236.41,713.77,952.86,783.22,,,1047.09,793.61,,,,,1036.8,798.49,,,,,,,,,3320,0,3320,0
,,,,,,,,,,,,,,,,,,,,,,,660.4,790.36,695.77,768.31,750.64,770.82,762.84,761.71,,,795.23,736.57,732.33,713.38,1242.41,713.5,959.73,783.14,,,1050.79,794,,,,,1039.83,798.78,,,,,,,,,3340,0,3340,0
,,,,,,,,,,,,,,,,,,,,,,,663.41,790.29,702.68,768.38,757.52,770.56,766.39,761.42,,,799.37,736.65,735.85,713.39,1251.41,712.96,966.6,783.3,,,1054.48,794.16,,,,,1042.85,798.89,,,,,,,,,3360,0,3360,0
,,,,,,,,,,,,,,,,,,,,,,,666.43,790.35,709.58,768.2,760.96,770.46,769.93,761.51,,,803.51,736.6,739.37,713.43,1257.41,712.87,970.04,783.51,,,1058.17,794.43,,,,,1054.95,798.47,,,,,,,,,3380,0,3380,0
,,,,,,,,,,,,,,,,,,,,,,,669.45,790.45,713.03,768.3,771.29,770.22,773.47,761.77,,,807.65,736.64,742.89,713.46,1263.41,712.73,976.91,783.45,,,1065.56,795.02,,,,,1064.02,798.59,,,,,,,,,3400,0,3400,0
,,,,,,,,,,,,,,,,,,,,,,,675.49,790.56,719.94,768.58,778.17,770.12,777.02,761.87,,,811.78,736.75,746.41,713.41,1270.63,712.7,980.35,783.34,,,1072.95,795.83,,,,,1073.09,798.63,,,,,,,,,3420,0,3420,0
,,,,,,,,,,,,,,,,,,,,,,,678.51,790.55,723.39,768.89,785.06,770.04,780.56,761.89,,,815.92,736.82,749.93,713.32,1276.63,712.51,987.22,783.29,,,,,,,,,1076.12,798.68,,,,,,,,,3440,0,3440,0
,,,,,,,,,,,,,,,,,,,,,,,684.54,790.58,730.3,768.85,788.5,770.09,784.1,761.93,,,820.06,737.03,756.98,713.31,1282.63,712.38,990.65,783.63,,,,,,,,,1082.17,798.84,,,,,,,,,3460,0,3460,0
,,,,,,,,,,,,,,,,,,,,,,,690.58,790.58,733.75,768.7,791.94,770.19,787.65,762.02,,,824.2,737.16,760.5,713.33,1288.63,712.4,994.09,783.77,,,,,,,,,1085.19,799.01,,,,,,,,,3480,0,3480,0
,,,,,,,,,,,,,,,,,,,,,,,693.6,790.53,740.65,768.8,795.38,770.13,791.19,762,,,828.34,737.19,764.02,713.39,1294.63,712.81,997.53,783.71,,,,,,,,,1088.21,798.87,,,,,,,,,3500,0,3500,0
,,,,,,,,,,,,,,,,,,,,,,,696.61,790.56,747.56,769.19,798.82,770.12,794.73,762.08,,,836.61,737.17,767.54,713.42,1300.63,712.69,1000.96,783.47,,,,,,,,,1094.26,798.01,,,,,,,,,3520,0,3520,0
,,,,,,,,,,,,,,,,,,,,,,,702.65,790.46,751.01,769.36,802.26,769.93,798.27,762.26,,,840.75,737.24,771.06,713.27,1306.63,712.88,1004.4,783.44,,,,,,,,,1097.29,797.99,,,,,,,,,3540,0,3540,0
,,,,,,,,,,,,,,,,,,,,,,,705.67,790.31,754.46,769.19,805.71,769.2,801.82,762.41,,,844.89,737.28,778.11,713.15,1312.63,712.39,1018.14,783.53,,,,,,,,,1103.33,797.77,,,,,,,,,3560,0,3560,0
,,,,,,,,,,,,,,,,,,,,,,,708.69,790.19,757.92,769.14,809.15,768.25,805.36,762.52,,,849.02,737.34,785.15,712.99,1318.63,712.17,1021.58,783.49,,,,,,,,,1112.41,797.19,,,,,,,,,3580,0,3580,0
,,,,,,,,,,,,,,,,,,,,,,,711.71,790.2,761.37,768.99,812.59,767.54,812.45,762.7,,,853.16,737.3,788.67,712.93,1324.63,712.27,1025.02,783.75,,,,,,,,,1115.43,797.16,,,,,,,,,3600,0,3600,0
,,,,,,,,,,,,,,,,,,,,,,,714.72,790.34,764.82,768.68,816.03,767.53,819.53,762.84,,,857.3,737.51,792.19,712.89,1330.63,712.55,1028.45,783.83,,,,,,,,,1121.48,797.62,,,,,,,,,3620,0,3620,0
,,,,,,,,,,,,,,,,,,,,,,,717.74,790.39,771.73,768.62,822.92,767.3,823.08,762.98,,,861.44,737.5,799.23,712.91,1336.63,713.16,1035.32,783.79,,,,,,,,,1124.5,797.77,,,,,,,,,3640,0,3640,0
,,,,,,,,,,,,,,,,,,,,,,,726.8,790.24,778.63,768.85,826.36,766.87,,,,,865.58,737.5,802.76,712.93,1342.63,713.31,1038.76,783.89,,,,,,,,,1130.55,798.52,,,,,,,,,3660,0,3660,0
,,,,,,,,,,,,,,,,,,,,,,,729.81,790.29,782.08,769.04,829.8,765.95,,,,,869.71,737.16,813.32,713.02,1348.63,713.52,1045.63,783.97,,,,,,,,,1133.58,799.02,,,,,,,,,3680,0,3680,0
,,,,,,,,,,,,,,,,,,,,,,,,,785.54,769.2,833.24,764.53,,,,,873.85,736.86,816.84,713.03,1354.63,714.3,1052.5,783.87,,,,,,,,,1136.6,799.06,,,,,,,,,3700,0,3700,0
,,,,,,,,,,,,,,,,,,,,,,,,,792.44,769.32,836.68,763.03,,,,,877.99,736.81,820.36,713.06,1360.63,714.54,1059.38,784.08,,,,,,,,,1139.62,798.94,,,,,,,,,3720,0,3720,0
,,,,,,,,,,,,,,,,,,,,,,,,,795.89,769.5,840.12,761.47,,,,,882.13,736.73,827.4,713.08,1369.63,714.93,1066.25,783.9,,,,,,,,,1142.65,798.69,,,,,,,,,3740,0,3740,0
,,,,,,,,,,,,,,,,,,,,,,,,,799.35,769.72,843.57,760.3,,,,,886.27,736.58,834.45,713.06,1378.63,715.4,1069.69,783.7,,,,,,,,,1145.67,798.36,,,,,,,,,3760,0,3760,0
,,,,,,,,,,,,,,,,,,,,,,,,,802.8,769.9,847.01,759.65,,,,,898.68,736.19,837.97,713.07,1384.63,716.18,1076.56,784.02,,,,,,,,,1148.7,798.61,,,,,,,,,3780,0,3780,0
,,,,,,,,,,,,,,,,,,,,,,,,,806.25,769.97,850.45,759.41,,,,,902.82,736.05,841.49,713.05,1393.63,716.02,1079.99,784.07,,,,,,,,,1151.72,799.09,,,,,,,,,3800,0,3800,0
,,,,,,,,,,,,,,,,,,,,,,,,,813.16,770.05,853.89,759.04,,,,,906.96,735.9,845.01,713.04,1399.63,716.02,1083.43,784.25,,,,,,,,,1154.75,799.32,,,,,,,,,3820,0,3820,0
,,,,,,,,,,,,,,,,,,,,,,,,,816.61,770.15,860.77,759.86,,,,,911.09,735.73,848.53,713.05,1405.63,716.11,1086.87,784.58,,,,,,,,,1157.77,799.05,,,,,,,,,3840,0,3840,0
,,,,,,,,,,,,,,,,,,,,,,,,,820.06,770.48,864.22,760.14,,,,,915.23,735.6,855.58,713.11,1414.63,716.23,1093.74,784.53,,,,,,,,,1160.79,798.87,,,,,,,,,3860,0,3860,0
,,,,,,,,,,,,,,,,,,,,,,,,,823.51,770.53,867.66,760.34,,,,,919.37,735.51,859.1,713.13,1420.63,716.28,1097.17,784.66,,,,,,,,,1175.91,798.91,,,,,,,,,3880,0,3880,0
,,,,,,,,,,,,,,,,,,,,,,,,,826.97,770.63,871.1,760.42,,,,,923.51,735.49,866.14,713.15,1426.63,716.32,1104.05,785.18,,,,,,,,,1184.99,799.01,,,,,,,,,3900,0,3900,0
,,,,,,,,,,,,,,,,,,,,,,,,,830.42,770.75,874.54,760.4,,,,,927.65,735.56,869.66,713.19,1432.63,716.27,1107.48,785.29,,,,,,,,,1191.04,799.14,,,,,,,,,3920,0,3920,0
,,,,,,,,,,,,,,,,,,,,,,,,,837.32,770.96,881.43,761.09,,,,,931.78,735.38,873.18,713.26,1441.63,716.31,1114.36,785.31,,,,,,,,,1197.08,799.37,,,,,,,,,3940,0,3940,0
,,,,,,,,,,,,,,,,,,,,,,,,,851.13,771.32,884.87,761.66,,,,,940.06,735.21,876.7,713.27,1450.63,716.41,1124.66,785.73,,,,,,,,,1200.11,800.02,,,,,,,,,3960,0,3960,0
,,,,,,,,,,,,,,,,,,,,,,,,,854.59,771.49,888.31,762.15,,,,,944.2,735.03,880.23,713.24,1465.63,716.58,1138.41,786.03,,,,,,,,,1203.13,800.23,,,,,,,,,3980,0,3980,0
,,,,,,,,,,,,,,,,,,,,,,,,,858.04,771.79,891.75,762.58,,,,,948.34,734.81,883.75,713.2,1471.63,716.72,1145.28,786.29,,,,,,,,,1206.16,800.24,,,,,,,,,4000,0,4000,0
,,,,,,,,,,,,,,,,,,,,,,,,,861.49,772.17,895.19,763.14,,,,,952.47,734.65,887.27,713.19,1480.63,717,1148.72,786.26,,,,,,,,,1209.18,799.72,,,,,,,,,4020,0,4020,0
,,,,,,,,,,,,,,,,,,,,,,,,,864.94,772.65,898.63,763.63,,,,,956.61,734.53,890.79,713.13,1489.63,717.19,1152.15,786.36,,,,,,,,,1212.2,799.46,,,,,,,,,4040,0,4040,0
,,,,,,,,,,,,,,,,,,,,,,,,,868.4,772.77,902.08,763.65,,,,,960.75,734.21,894.31,712.98,1495.63,717.28,1176.21,788.61,,,,,,,,,1218.25,799.41,,,,,,,,,4060,0,4060,0
,,,,,,,,,,,,,,,,,,,,,,,,,875.3,772.84,905.52,763.8,,,,,964.89,734.11,897.83,712.79,1504.63,717.51,1183.08,789.12,,,,,,,,,1224.3,799.41,,,,,,,,,4080,0,4080,0
,,,,,,,,,,,,,,,,,,,,,,,,,878.75,773.02,908.96,763.85,,,,,969.02,733.99,901.35,712.69,1510.63,718.08,1186.51,789.47,,,,,,,,,1227.33,799.59,,,,,,,,,4100,0,4100,0
,,,,,,,,,,,,,,,,,,,,,,,,,882.21,773.17,912.4,763.95,,,,,973.16,733.83,904.87,712.68,1516.63,717.83,1189.95,789.65,,,,,,,,,1230.35,799.9,,,,,,,,,4120,0,4120,0
,,,,,,,,,,,,,,,,,,,,,,,,,885.66,773.21,915.84,764.12,,,,,977.3,733.63,908.4,712.69,1525.63,717.94,1193.39,789.69,,,,,,,,,1233.37,799.91,,,,,,,,,4140,0,4140,0
,,,,,,,,,,,,,,,,,,,,,,,,,889.11,773.22,926.17,763.92,,,,,981.44,733.49,911.92,712.68,1531.63,718.66,1196.82,789.97,,,,,,,,,1236.4,799.66,,,,,,,,,4160,0,4160,0
,,,,,,,,,,,,,,,,,,,,,,,,,892.56,773.37,936.49,763.69,,,,,989.71,733.34,915.44,712.44,1537.63,719.17,1207.13,790.54,,,,,,,,,1239.42,799.36,,,,,,,,,4180,0,4180,0
,,,,,,,,,,,,,,,,,,,,,,,,,899.47,773.84,939.94,763.72,,,,,993.85,733.2,918.96,712.31,1543.63,719.75,1217.44,791.26,,,,,,,,,1248.49,799.22,,,,,,,,,4200,0,4200,0
,,,,,,,,,,,,,,,,,,,,,,,,,902.92,774.12,943.38,763.81,,,,,997.99,733.09,922.48,712.23,1549.63,720.17,1224.31,791.43,,,,,,,,,1251.52,799.42,,,,,,,,,4220,0,4220,0
,,,,,,,,,,,,,,,,,,,,,,,,,906.37,773.84,950.26,764.09,,,,,1002.13,733.04,926,711.92,1555.63,720.48,1227.75,791.71,,,,,,,,,1254.54,799.44,,,,,,,,,4240,0,4240,0
,,,,,,,,,,,,,,,,,,,,,,,,,909.83,773.59,953.7,764.29,,,,,1006.27,732.87,929.52,711.59,,,,,,,,,,,,,1257.57,799.31,,,,,,,,,4260,0,4260,0
,,,,,,,,,,,,,,,,,,,,,,,,,913.28,773.47,957.14,764.53,,,,,1010.4,732.97,933.05,711.46,,,,,,,,,,,,,1263.62,800.02,,,,,,,,,4280,0,4280,0
,,,,,,,,,,,,,,,,,,,,,,,,,916.73,773.64,960.59,764.5,,,,,1014.54,733.02,936.57,711.72,,,,,,,,,,,,,1278.74,800.87,,,,,,,,,4300,0,4300,0
,,,,,,,,,,,,,,,,,,,,,,,,,920.18,773.89,964.03,764.38,,,,,1018.68,733.08,940.09,712.31,,,,,,,,,,,,,1281.76,801.02,,,,,,,,,4320,0,4320,0
,,,,,,,,,,,,,,,,,,,,,,,,,923.64,773.93,967.47,764.5,,,,,1022.82,733.28,943.61,712.98,,,,,,,,,,,,,1287.81,801.15,,,,,,,,,4340,0,4340,0
,,,,,,,,,,,,,,,,,,,,,,,,,927.09,774,974.35,764.7,,,,,1031.09,733.2,947.13,713.46,,,,,,,,,,,,,1290.83,800.71,,,,,,,,,4360,0,4360,0
,,,,,,,,,,,,,,,,,,,,,,,,,930.54,773.92,981.24,764.42,,,,,1039.37,733.36,950.65,714.17,,,,,,,,,,,,,1293.86,799.97,,,,,,,,,4380,0,4380,0
,,,,,,,,,,,,,,,,,,,,,,,,,933.99,774.09,984.68,764.32,,,,,1043.51,733.32,954.17,715.22,,,,,,,,,,,,,1296.88,798.94,,,,,,,,,4400,0,4400,0
,,,,,,,,,,,,,,,,,,,,,,,,,937.45,774.18,988.12,764.28,,,,,1047.65,733.14,957.7,716.35,,,,,,,,,,,,,1299.91,798.02,,,,,,,,,4420,0,4420,0
,,,,,,,,,,,,,,,,,,,,,,,,,940.9,774.34,998.45,763.98,,,,,1051.78,733.02,961.22,717.49,,,,,,,,,,,,,1302.93,797.67,,,,,,,,,4440,0,4440,0
,,,,,,,,,,,,,,,,,,,,,,,,,947.8,774.08,1001.89,764.16,,,,,1055.92,733.06,964.74,718.66,,,,,,,,,,,,,1305.95,797.49,,,,,,,,,4460,0,4460,0
,,,,,,,,,,,,,,,,,,,,,,,,,951.26,774.22,1008.77,764.61,,,,,1060.06,733.04,968.26,719.84,,,,,,,,,,,,,1312,797.57,,,,,,,,,4480,0,4480,0
,,,,,,,,,,,,,,,,,,,,,,,,,958.16,774.89,1012.21,764.79,,,,,1064.2,732.99,971.78,721.04,,,,,,,,,,,,,1324.1,797.54,,,,,,,,,4500,0,4500,0
,,,,,,,,,,,,,,,,,,,,,,,,,961.61,775.37,1015.65,764.83,,,,,1068.34,732.96,975.3,722.27,,,,,,,,,,,,,1336.2,797.56,,,,,,,,,4520,0,4520,0
,,,,,,,,,,,,,,,,,,,,,,,,,965.07,775.99,1022.54,764.86,,,,,1072.47,732.98,978.82,723.52,,,,,,,,,,,,,1342.24,797.61,,,,,,,,,4540,0,4540,0
,,,,,,,,,,,,,,,,,,,,,,,,,968.52,776.57,1025.98,764.92,,,,,1076.61,732.92,982.34,724.81,,,,,,,,,,,,,1351.32,797.79,,,,,,,,,4560,0,4560,0
,,,,,,,,,,,,,,,,,,,,,,,,,971.97,777.55,1029.42,765.01,,,,,1080.75,732.75,985.87,726.12,,,,,,,,,,,,,1354.34,798.07,,,,,,,,,4580,0,4580,0
,,,,,,,,,,,,,,,,,,,,,,,,,975.42,778.47,1032.86,765.17,,,,,1084.89,732.62,989.39,727.46,,,,,,,,,,,,,1357.36,798.44,,,,,,,,,4600,0,4600,0
,,,,,,,,,,,,,,,,,,,,,,,,,978.88,779.3,1036.31,765.41,,,,,1089.03,732.63,,,,,,,,,,,,,,,1360.39,798.98,,,,,,,,,4620,0,4620,0
,,,,,,,,,,,,,,,,,,,,,,,,,982.33,780.03,1039.75,765.61,,,,,1093.16,732.61,,,,,,,,,,,,,,,1366.44,800.25,,,,,,,,,4640,0,4640,0
,,,,,,,,,,,,,,,,,,,,,,,,,985.78,780.72,1043.19,765.89,,,,,1097.3,732.53,,,,,,,,,,,,,,,1369.46,800.8,,,,,,,,,4660,0,4660,0
,,,,,,,,,,,,,,,,,,,,,,,,,989.23,782.06,1046.63,766.35,,,,,1101.44,732.5,,,,,,,,,,,,,,,1378.53,802.2,,,,,,,,,4680,0,4680,0
,,,,,,,,,,,,,,,,,,,,,,,,,992.69,783.75,1050.07,766.63,,,,,1105.58,732.65,,,,,,,,,,,,,,,1384.58,803.1,,,,,,,,,4700,0,4700,0
,,,,,,,,,,,,,,,,,,,,,,,,,996.14,785.56,1053.51,766.52,,,,,1109.71,732.95,,,,,,,,,,,,,,,1393.65,804.32,,,,,,,,,4720,0,4720,0
